"","Gruppe","Bewertet","Geraten_Exemplar","Geraten_Kurz","Belebtheit","Art","Groesse","Exemplar","Kurz","Spricht","Runde_Durchgang","Exemplar_Korrekt","Gruppe_Korrekt","Geraten_Belebtheit","Belebtheit_Korrekt","Geraten_Art","Art_Korrekt","Geraten_Groesse","Groesse_Korrekt"
"776","k","k2_w_22","Backofen","UGK","Belebt","Saeugetier","Gross","Baer","BSG","k3_w_25","03_06",0,0,"Unbelebt",0,"Geraet",0,"Klein",0
"777","l","l1_w_20","Industriebackofen","UGG","Belebt","Saeugetier","Gross","Elefant","BSG","l3_w_21","03_06",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"778","l","l2_w_22","SUV","UFG","Belebt","Saeugetier","Gross","Elefant","BSG","l3_w_21","03_06",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"779","m","m1_w_18","Jumbojet","UFG","Unbelebt","Geraet","Gross","Wanduhr","UGG","m3_w_18","03_06",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"780","m","m2_w_19","Kleinwagen","UFK","Unbelebt","Geraet","Gross","Wanduhr","UGG","m3_w_18","03_06",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",0
"781","a","a1_m_31","Kleiner Bagger","UFK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","a3_m_22","03_07",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",1
"782","a","a2_w_26","Gloeckchen","UIK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","a3_m_22","03_07",1,1,"Unbelebt",1,"Instrument",1,"Klein",1
"783","b","b1_w_20","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","b3_w_20","03_07",1,1,"Belebt",1,"Reptil",1,"Klein",1
"784","b","b2_m_27","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","b3_w_20","03_07",1,1,"Belebt",1,"Reptil",1,"Klein",1
"785","c","c1_w_41","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","c3_w_31","03_07",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"786","c","c2_w_20","Wanduhr","UGG","Unbelebt","Geraet","Klein","Drucker","UGK","c3_w_31","03_07",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"787","d","d1_w_24","Grosser Bagger","UFG","Belebt","Reptil","Gross","Komodowaran","BRG","d3_w_24","03_07",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"788","d","d2_w_32","Grosser Bagger","UFG","Belebt","Reptil","Gross","Komodowaran","BRG","d3_w_24","03_07",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"789","e","e1_w_24","Kontrabass","UIG","Belebt","Vogel","Gross","Storch","BVG","e3_w_22","03_07",0,0,"Unbelebt",0,"Instrument",0,"Gross",1
"790","e","e2_w_25","Kleinwagen","UFK","Belebt","Vogel","Gross","Storch","BVG","e3_w_22","03_07",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",0
"791","f","f1_w_20","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","f3_w_24","03_07",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"792","f","f2_m_38","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","f3_w_24","03_07",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"793","g","g1_w_27","Bodentrommel","UIG","Belebt","Reptil","Gross","Krokodil","BRG","g3_w_26","03_07",0,0,"Unbelebt",0,"Instrument",0,"Gross",1
"794","g","g2_w_25","Bodentrommel","UIG","Belebt","Reptil","Gross","Krokodil","BRG","g3_w_26","03_07",0,0,"Unbelebt",0,"Instrument",0,"Gross",1
"795","h","h1_w_27","Buerodrucker","UGG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","h3_m_30","03_07",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"796","h","h2_m_34","Buerodrucker","UGG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","h3_m_30","03_07",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"797","i","i1_w_30","Dompfaff","BVK","Unbelebt","Instrument","Klein","Violine ","UIK","i3_m_21","03_07",0,0,"Belebt",0,"Vogel",0,"Klein",1
"798","i","i2_w_24","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","i3_m_21","03_07",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"799","j","j1_w_21","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","j3_w_21","03_07",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"800","j","j2_w_20","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","j3_w_21","03_07",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"801","k","k1_w_22","Buerodrucker","UGG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","k3_w_25","03_07",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"802","k","k2_w_22","Buerodrucker","UGG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","k3_w_25","03_07",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"803","l","l1_w_20","Harpyie","BVG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","l3_w_21","03_07",0,0,"Belebt",0,"Vogel",0,"Gross",1
"804","l","l2_w_22","Drucker","UGK","Unbelebt","Geraet","Gross","Industriebackofen","UGG","l3_w_21","03_07",0,0,"Unbelebt",1,"Geraet",1,"Klein",0
"805","m","m1_w_18","Blaumeise","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","m3_w_18","03_07",0,1,"Belebt",1,"Vogel",1,"Klein",1
"806","m","m2_w_19","Gecko","BRK","Belebt","Vogel","Klein","Dompfaff","BVK","m3_w_18","03_07",0,0,"Belebt",1,"Reptil",0,"Klein",1
"807","a","a1_m_31","Wanduhr","UGG","Unbelebt","Geraet","Klein","Drucker","UGK","a3_m_22","03_08",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"808","a","a2_w_26","Industriebackofen","UGG","Unbelebt","Geraet","Klein","Drucker","UGK","a3_m_22","03_08",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"809","b","b1_w_20","Storch","BVG","Belebt","Reptil","Gross","Krokodil","BRG","b3_w_20","03_08",0,0,"Belebt",1,"Vogel",0,"Gross",1
"810","b","b2_m_27","Harpyie","BVG","Belebt","Reptil","Gross","Krokodil","BRG","b3_w_20","03_08",0,0,"Belebt",1,"Vogel",0,"Gross",1
"811","c","c1_w_41","Jumbojet","UFG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","c3_w_31","03_08",0,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"812","c","c2_w_20","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","c3_w_31","03_08",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"813","d","d1_w_24","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","d3_w_24","03_08",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"814","d","d2_w_32","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","d3_w_24","03_08",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"815","e","e1_w_24","Backofen","UGK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","e3_w_22","03_08",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"816","e","e2_w_25","Grosser Bagger","UFG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","e3_w_22","03_08",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"817","f","f1_w_20","Dompfaff","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","f3_w_24","03_08",1,1,"Belebt",1,"Vogel",1,"Klein",1
"818","f","f2_m_38","Gecko","BRK","Belebt","Vogel","Klein","Dompfaff","BVK","f3_w_24","03_08",0,0,"Belebt",1,"Reptil",0,"Klein",1
"819","g","g1_w_27","Igel","BSK","Belebt","Reptil","Klein","Gecko","BRK","g3_w_26","03_08",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"820","g","g2_w_25","Spatz","BVK","Belebt","Reptil","Klein","Gecko","BRK","g3_w_26","03_08",0,0,"Belebt",1,"Vogel",0,"Klein",1
"821","h","h1_w_27","Industriebackofen","UGG","Unbelebt","Fahrzeug","Gross","SUV","UFG","h3_m_30","03_08",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"822","h","h2_m_34","SUV","UFG","Unbelebt","Fahrzeug","Gross","SUV","UFG","h3_m_30","03_08",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"823","i","i1_w_30","Storch","BVG","Belebt","Vogel","Klein","Dompfaff","BVK","i3_m_21","03_08",0,0,"Belebt",1,"Vogel",1,"Gross",0
"824","i","i2_w_24","Kleiner Bagger","UFK","Belebt","Vogel","Klein","Dompfaff","BVK","i3_m_21","03_08",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"825","j","j1_w_21","Harpyie","BVG","Belebt","Reptil","Gross","Krokodil","BRG","j3_w_21","03_08",0,0,"Belebt",1,"Vogel",0,"Gross",1
"826","j","j2_w_20","Harpyie","BVG","Belebt","Reptil","Gross","Krokodil","BRG","j3_w_21","03_08",0,0,"Belebt",1,"Vogel",0,"Gross",1
"827","k","k1_w_22","Kaninchen","BSK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","k3_w_25","03_08",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"828","k","k2_w_22","Aeffchen","BSK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","k3_w_25","03_08",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"829","l","l1_w_20","Jumbojet","UFG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","l3_w_21","03_08",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"830","l","l2_w_22","Dompfaff","BVK","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","l3_w_21","03_08",0,0,"Belebt",0,"Vogel",0,"Klein",0
"831","m","m1_w_18","Drucker","UGK","Belebt","Reptil","Gross","Komodowaran","BRG","m3_w_18","03_08",0,0,"Unbelebt",0,"Geraet",0,"Klein",0
"832","m","m2_w_19","Jumbojet","UFG","Belebt","Reptil","Gross","Komodowaran","BRG","m3_w_18","03_08",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"833","a","a1_m_31","Krokodil","BRG","Belebt","Reptil","Gross","Komodowaran","BRG","a3_m_22","03_09",0,1,"Belebt",1,"Reptil",1,"Gross",1
"834","a","a2_w_26","Baer","BSG","Belebt","Reptil","Gross","Komodowaran","BRG","a3_m_22","03_09",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"835","b","b1_w_20","Harpyie","BVG","Belebt","Saeugetier","Gross","Baer","BSG","b3_w_20","03_09",0,0,"Belebt",1,"Vogel",0,"Gross",1
"836","b","b2_m_27","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","b3_w_20","03_09",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"837","c","c1_w_41","Harpyie","BVG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","c3_w_31","03_09",0,0,"Belebt",0,"Vogel",0,"Gross",0
"838","c","c2_w_20","Spatz","BVK","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","c3_w_31","03_09",0,0,"Belebt",0,"Vogel",0,"Klein",1
"839","d","d1_w_24","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","d3_w_24","03_09",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"840","d","d2_w_32","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","d3_w_24","03_09",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"841","e","e1_w_24","Kleinwagen","UFK","Unbelebt","Instrument","Klein","Violine ","UIK","e3_w_22","03_09",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",1
"842","e","e2_w_25","Dompfaff","BVK","Unbelebt","Instrument","Klein","Violine ","UIK","e3_w_22","03_09",0,0,"Belebt",0,"Vogel",0,"Klein",1
"843","f","f1_w_20","SUV","UFG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","f3_w_24","03_09",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"844","f","f2_m_38","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","f3_w_24","03_09",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"845","g","g1_w_27","Kirchenglocke","UIG","Unbelebt","Geraet","Klein","Backofen","UGK","g3_w_26","03_09",0,0,"Unbelebt",1,"Instrument",0,"Gross",0
"846","g","g2_w_25","Drucker","UGK","Unbelebt","Geraet","Klein","Backofen","UGK","g3_w_26","03_09",0,1,"Unbelebt",1,"Geraet",1,"Klein",1
"847","h","h1_w_27","Krokodil","BRG","Belebt","Reptil","Gross","Krokodil","BRG","h3_m_30","03_09",1,1,"Belebt",1,"Reptil",1,"Gross",1
"848","h","h2_m_34","Krokodil","BRG","Belebt","Reptil","Gross","Krokodil","BRG","h3_m_30","03_09",1,1,"Belebt",1,"Reptil",1,"Gross",1
"849","i","i1_w_30","Krokodil","BRG","Belebt","Reptil","Gross","Krokodil","BRG","i3_m_21","03_09",1,1,"Belebt",1,"Reptil",1,"Gross",1
"850","i","i2_w_24","Elefant","BSG","Belebt","Reptil","Gross","Krokodil","BRG","i3_m_21","03_09",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"851","j","j1_w_21","Buerodrucker","UGG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","j3_w_21","03_09",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"852","j","j2_w_20","Buerodrucker","UGG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","j3_w_21","03_09",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"853","k","k1_w_22","Kondor","BVG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","k3_w_25","03_09",0,0,"Belebt",0,"Vogel",0,"Gross",1
"854","k","k2_w_22","Baer","BSG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","k3_w_25","03_09",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"855","l","l1_w_20","Schildkroete","BRK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","l3_w_21","03_09",0,0,"Belebt",0,"Reptil",0,"Klein",1
"856","l","l2_w_22","Schildkroete","BRK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","l3_w_21","03_09",0,0,"Belebt",0,"Reptil",0,"Klein",1
"857","m","m1_w_18","Kleinwagen","UFK","Belebt","Saeugetier","Gross","Kuh","BSG","m3_w_18","03_09",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",0
"858","m","m2_w_19","Backofen","UGK","Belebt","Saeugetier","Gross","Kuh","BSG","m3_w_18","03_09",0,0,"Unbelebt",0,"Geraet",0,"Klein",0
"859","a","a1_m_31","Kondor","BVG","Belebt","Vogel","Gross","Harpyie","BVG","a3_m_22","03_10",0,1,"Belebt",1,"Vogel",1,"Gross",1
"860","a","a2_w_26","Komodowaran","BRG","Belebt","Vogel","Gross","Harpyie","BVG","a3_m_22","03_10",0,0,"Belebt",1,"Reptil",0,"Gross",1
"861","b","b1_w_20","Dompfaff","BVK","Unbelebt","Instrument","Klein","Handtrommel","UIK","b3_w_20","03_10",0,0,"Belebt",0,"Vogel",0,"Klein",1
"862","b","b2_m_27","Kleiner Bagger","UFK","Unbelebt","Instrument","Klein","Handtrommel","UIK","b3_w_20","03_10",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",1
"863","c","c1_w_41","Anakonda","BRG","Belebt","Reptil","Klein","Blindschleiche","BRK","c3_w_31","03_10",0,0,"Belebt",1,"Reptil",1,"Gross",0
"864","c","c2_w_20","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","c3_w_31","03_10",1,1,"Belebt",1,"Reptil",1,"Klein",1
"865","d","d1_w_24","Storch","BVG","Belebt","Vogel","Gross","Harpyie","BVG","d3_w_24","03_10",0,1,"Belebt",1,"Vogel",1,"Gross",1
"866","d","d2_w_32","Aeffchen","BSK","Belebt","Vogel","Gross","Harpyie","BVG","d3_w_24","03_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",0
"867","e","e1_w_24","Dompfaff","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","e3_w_22","03_10",1,1,"Belebt",1,"Vogel",1,"Klein",1
"868","e","e2_w_25","Igel","BSK","Belebt","Vogel","Klein","Dompfaff","BVK","e3_w_22","03_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"869","f","f1_w_20","Bodentrommel","UIG","Unbelebt","Geraet","Gross","Wanduhr","UGG","f3_w_24","03_10",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"870","f","f2_m_38","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","f3_w_24","03_10",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"871","g","g1_w_27","Spatz","BVK","Belebt","Vogel","Klein","Spatz","BVK","g3_w_26","03_10",1,1,"Belebt",1,"Vogel",1,"Klein",1
"872","g","g2_w_25","Igel","BSK","Belebt","Vogel","Klein","Spatz","BVK","g3_w_26","03_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"873","h","h1_w_27","Kondor","BVG","Belebt","Vogel","Gross","Kondor","BVG","h3_m_30","03_10",1,1,"Belebt",1,"Vogel",1,"Gross",1
"874","h","h2_m_34","Kondor","BVG","Belebt","Vogel","Gross","Kondor","BVG","h3_m_30","03_10",1,1,"Belebt",1,"Vogel",1,"Gross",1
"875","i","i1_w_30","Wanduhr","UGG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","i3_m_21","03_10",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"876","i","i2_w_24","Elefant","BSG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","i3_m_21","03_10",0,0,"Belebt",0,"Saeugetier",0,"Gross",0
"877","j","j1_w_21","Kleinflugzeug","UFK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","j3_w_21","03_10",1,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"878","j","j2_w_20","SUV","UFG","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","j3_w_21","03_10",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"879","k","k1_w_22","Buerodrucker","UGG","Unbelebt","Instrument","Klein","Handtrommel","UIK","k3_w_25","03_10",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"880","k","k2_w_22","Armbanduhr","UGK","Unbelebt","Instrument","Klein","Handtrommel","UIK","k3_w_25","03_10",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"881","l","l1_w_20","Bodentrommel","UIG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","l3_w_21","03_10",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"882","l","l2_w_22","Bodentrommel","UIG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","l3_w_21","03_10",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"883","m","m1_w_18","Backofen","UGK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","m3_w_18","03_10",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"884","m","m2_w_19","Drucker","UGK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","m3_w_18","03_10",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"885","a","a1_m_31","Grosser Bagger","UFG","Belebt","Saeugetier","Gross","Baer","BSG","a3_m_22","03_11",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"886","a","a2_w_26","Kontrabass","UIG","Belebt","Saeugetier","Gross","Baer","BSG","a3_m_22","03_11",0,0,"Unbelebt",0,"Instrument",0,"Gross",1
"887","b","b1_w_20","Komodowaran","BRG","Unbelebt","Geraet","Klein","Armbanduhr","UGK","b3_w_20","03_11",0,0,"Belebt",0,"Reptil",0,"Gross",0
"888","b","b2_m_27","Storch","BVG","Unbelebt","Geraet","Klein","Armbanduhr","UGK","b3_w_20","03_11",0,0,"Belebt",0,"Vogel",0,"Gross",0
"889","c","c1_w_41","Spatz","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","c3_w_31","03_11",0,0,"Belebt",1,"Vogel",0,"Klein",1
"890","c","c2_w_20","Schildkroete","BRK","Belebt","Saeugetier","Klein","Kaninchen","BSK","c3_w_31","03_11",0,0,"Belebt",1,"Reptil",0,"Klein",1
"891","d","d1_w_24","Harpyie","BVG","Belebt","Saeugetier","Klein","Aeffchen","BSK","d3_w_24","03_11",0,0,"Belebt",1,"Vogel",0,"Gross",0
"892","d","d2_w_32","Violine","UIK","Belebt","Saeugetier","Klein","Aeffchen","BSK","d3_w_24","03_11",0,0,"Unbelebt",0,"Instrument",0,"Klein",1
"893","e","e1_w_24","Drucker","UGK","Belebt","Saeugetier","Klein","Igel","BSK","e3_w_22","03_11",0,0,"Unbelebt",0,"Geraet",0,"Klein",1
"894","e","e2_w_25","Blindschleiche","BRK","Belebt","Saeugetier","Klein","Igel","BSK","e3_w_22","03_11",0,0,"Belebt",1,"Reptil",0,"Klein",1
"895","f","f1_w_20","Backofen","UGK","Belebt","Reptil","Gross","Komodowaran","BRG","f3_w_24","03_11",0,0,"Unbelebt",0,"Geraet",0,"Klein",0
"896","f","f2_m_38","Kondor","BVG","Belebt","Reptil","Gross","Komodowaran","BRG","f3_w_24","03_11",0,0,"Belebt",1,"Vogel",0,"Gross",1
"897","g","g1_w_27","Krokodil","BRG","Belebt","Vogel","Gross","Storch","BVG","g3_w_26","03_11",0,0,"Belebt",1,"Reptil",0,"Gross",1
"898","g","g2_w_25","Grosser Bagger","UFG","Belebt","Vogel","Gross","Storch","BVG","g3_w_26","03_11",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"899","h","h1_w_27","Spatz","BVK","Belebt","Reptil","Klein","Blindschleiche","BRK","h3_m_30","03_11",0,0,"Belebt",1,"Vogel",0,"Klein",1
"900","h","h2_m_34","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","h3_m_30","03_11",1,1,"Belebt",1,"Reptil",1,"Klein",1
"901","i","i1_w_30","Bodentrommel","UIG","Belebt","Reptil","Klein","Schildkroete","BRK","i3_m_21","03_11",0,0,"Unbelebt",0,"Instrument",0,"Gross",0
"902","i","i2_w_24","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","i3_m_21","03_11",1,1,"Belebt",1,"Reptil",1,"Klein",1
"903","j","j1_w_21","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","j3_w_21","03_11",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"904","j","j2_w_20","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","j3_w_21","03_11",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"905","k","k1_w_22","Blaumeise","BVK","Belebt","Vogel","Klein","Blaumeise","BVK","k3_w_25","03_11",1,1,"Belebt",1,"Vogel",1,"Klein",1
"906","k","k2_w_22","Kaninchen","BSK","Belebt","Vogel","Klein","Blaumeise","BVK","k3_w_25","03_11",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"907","l","l1_w_20","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","l3_w_21","03_11",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"908","l","l2_w_22","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","l3_w_21","03_11",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"909","m","m1_w_18","Igel","BSK","Belebt","Vogel","Gross","Harpyie","BVG","m3_w_18","03_11",0,0,"Belebt",1,"Saeugetier",0,"Klein",0
"910","m","m2_w_19","Harpyie","BVG","Belebt","Vogel","Gross","Harpyie","BVG","m3_w_18","03_11",1,1,"Belebt",1,"Vogel",1,"Gross",1
"911","a","a1_m_31","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","a3_m_22","03_12",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"912","a","a2_w_26","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","a3_m_22","03_12",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"913","b","b1_w_20","Kuh","BSG","Unbelebt","Instrument","Gross","Kontrabass","UIG","b3_w_20","03_12",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"914","b","b2_m_27","Industriebackofen","UGG","Unbelebt","Instrument","Gross","Kontrabass","UIG","b3_w_20","03_12",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"915","c","c1_w_41","Blindschleiche","BRK","Belebt","Reptil","Gross","Anakonda","BRG","c3_w_31","03_12",0,0,"Belebt",1,"Reptil",1,"Klein",0
"916","c","c2_w_20","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","c3_w_31","03_12",1,1,"Belebt",1,"Reptil",1,"Gross",1
"917","d","d1_w_24","Buerodrucker","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","d3_w_24","03_12",0,1,"Unbelebt",1,"Geraet",1,"Gross",1
"918","d","d2_w_32","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","d3_w_24","03_12",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"919","e","e1_w_24","Grosser Bagger","UFG","Belebt","Reptil","Gross","Komodowaran","BRG","e3_w_22","03_12",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"920","e","e2_w_25","Anakonda","BRG","Belebt","Reptil","Gross","Komodowaran","BRG","e3_w_22","03_12",0,1,"Belebt",1,"Reptil",1,"Gross",1
"921","f","f1_w_20","Komodowaran","BRG","Belebt","Saeugetier","Gross","Kuh","BSG","f3_w_24","03_12",0,0,"Belebt",1,"Reptil",0,"Gross",1
"922","f","f2_m_38","Kuh","BSG","Belebt","Saeugetier","Gross","Kuh","BSG","f3_w_24","03_12",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"923","g","g1_w_27","Handtrommel","UIK","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","g3_w_26","03_12",0,0,"Unbelebt",1,"Instrument",0,"Klein",1
"924","g","g2_w_25","Jumbojet","UFG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","g3_w_26","03_12",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"925","h","h1_w_27","Kleiner Bagger","UFK","Belebt","Saeugetier","Klein","Aeffchen","BSK","h3_m_30","03_12",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"926","h","h2_m_34","Spatz","BVK","Belebt","Saeugetier","Klein","Aeffchen","BSK","h3_m_30","03_12",0,0,"Belebt",1,"Vogel",0,"Klein",1
"927","i","i1_w_30","Buerodrucker","UGG","Unbelebt","Fahrzeug","Gross","SUV","UFG","i3_m_21","03_12",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"928","i","i2_w_24","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","SUV","UFG","i3_m_21","03_12",0,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"929","j","j1_w_21","Kondor","BVG","Belebt","Vogel","Gross","Harpyie","BVG","j3_w_21","03_12",0,1,"Belebt",1,"Vogel",1,"Gross",1
"930","j","j2_w_20","Baer","BSG","Belebt","Vogel","Gross","Harpyie","BVG","j3_w_21","03_12",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"931","k","k1_w_22","Kleiner Bagger","UFK","Unbelebt","Geraet","Klein","Backofen","UGK","k3_w_25","03_12",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",1
